,EventAggregation,EventAggregation,EventAggregation,EventAggregation,EventAggregation
,,analytic,pointwise conf. band,pointwise conf. band,pointwise conf. band
,ATT,std_error,lower,upper,zero_not_in_cband
relative_period,,,,,
-23,-0.1279512635285212,0.1954096714361884,-0.5109471817742558,0.2550446547172134,
-22,0.08070683395146042,0.1609694453106612,-0.23478748146882547,0.39620114937174633,
-21,-0.026069407129132555,0.0687707006965149,-0.1608575036858854,0.10871868942762028,
-20,-0.06750478228348283,0.07485994725637211,-0.21422758279054022,0.07921801822357455,
-19,0.2272678488736426,0.1534824891927727,-0.07355230220174996,0.5280879999490351,
-18,-0.010357657250631463,0.0959421654796475,-0.19840084618952258,0.17768553168825968,
-17,0.06568428905666562,0.09256475195855735,-0.1157392910199902,0.24710786913332144,
-16,-0.047750949353381276,0.07201083246066879,-0.18888958747303997,0.0933876887662774,
-15,0.09920813117531112,0.05875776511165859,-0.015954972255603828,0.21437123460622606,
-14,0.09734368620867193,0.068754842505496,-0.0374133288648239,0.23210070128216775,
-13,0.07529681556474371,0.07199969471116567,-0.06581999296702001,0.21641362409650744,
-12,-0.04261225291374212,0.09929062223182485,-0.23721829649069082,0.15199379066320656,
-11,0.05476745475092531,0.037891105328712274,-0.019497747027764474,0.1290326565296151,
-10,0.04258087037576884,0.05301301038012986,-0.06132272068133372,0.14648446143287142,
-9,0.07572091880772175,0.04982639439604419,-0.021937019688013232,0.17337885730345673,
-8,0.21435361195720712,0.1089634887239477,0.0007890984284333324,0.4279181254859809,*
-7,0.013656193982908064,0.07766707731487824,-0.1385684803387411,0.16588086830455726,
-6,0.029161984125790512,0.057216695841365385,-0.08298067903766834,0.14130464728924935,
-5,0.02451521581637084,0.04754558423723465,-0.06867241691252438,0.11770284854526605,
-4,0.0615087109339328,0.061932702635338475,-0.059877155696559506,0.18289457756442512,
-3,0.10772202233464928,0.0538432137770783,0.002191262519684961,0.2132527821496136,*
-2,0.09013165173098917,0.06077174144089654,-0.028978772770948347,0.20924207623292668,
-1,0.07115718170162641,0.052144898036263106,-0.031044940426962667,0.17335930383021547,
0,-0.02778267907782527,0.06078659555486586,-0.1469222171081649,0.09135685895251436,
1,0.09571690880970773,0.06818402314733703,-0.03792132088011824,0.2293551384995337,
2,0.17753947307312729,0.10894944373042423,-0.0359975127741774,0.39107645892043197,
3,0.20040203149614766,0.1394600631028208,-0.0729346694670644,0.4737387324593597,
4,0.38761168941028523,0.16121150052012206,0.07164295449718577,0.7035804243233847,*
5,0.44580402632885835,0.16781784682078918,0.11688709059705193,0.7747209620606648,*
6,0.47989419577238185,0.19887489239776612,0.09010656924348165,0.8696818223012821,*
7,0.5043069491354348,0.20891027397054027,0.09485033615278038,0.9137635621180893,*
8,0.4934458905950542,0.2310092561942123,0.04067606835901172,0.9462157128310967,*
9,0.7884669730945125,0.3562411397182886,0.09024716943516553,1.4866867767538596,*
10,1.020942738401179,0.47850795471624313,0.08308438084141945,1.9588010959609388,*
11,1.221048035909508,0.5656338873267808,0.11242598831363071,2.329670083505385,*
12,1.19569773212357,0.5929126246742231,0.03361034178297806,2.357785122464162,*
