iso3,year,gdppc
MYS,2001,6334.92795651698
MYS,2000,6455.61419792583
MDV,2024,11798.791369146
MDV,2023,11439.5364342871
MDV,2022,10939.9963271738
MDV,2021,9759.2219360708
MDV,2020,7295.60220956454
MDV,2019,11194.9253748064
MDV,2018,10793.8941325367
MDV,2017,10263.2991147672
MDV,2016,9909.07669723415
MDV,2015,9644.90655028145
MDV,2014,9612.07861806739
MDV,2013,9213.32791442475
MDV,2012,8907.66134868182
MDV,2011,9005.81391375104
MDV,2010,8569.52494600725
MDV,2009,8313.4098369723
MDV,2008,9396.49733610486
MDV,2007,8933.17166363858
MDV,2006,8620.72814678183
MDV,2005,7141.88377049891
MDV,2004,8174.41607301248
MDV,2003,7845.29307409315
MDV,2002,7012.25568873173
MDV,2001,6647.6503820039
MDV,2000,7037.08546104613
MLI,2024,910.300376300627
MLI,2023,892.689219532429
MLI,2022,877.817842434642
MLI,2021,872.332509422409
MLI,2020,872.389426815267
MLI,2019,909.751069706998
MLI,2018,892.978322787306
MLI,2017,878.561348378099
MLI,2016,860.75307554569
